"Timestamp","1. What is your age group? ","2. What is your gender? ","3. What is your highest level of education? ","4. What is your current field of occupation or education? ","5. How do you identify your ethnicity? ","6. Are you still attending college?","7. What is your state of residence? Please enter the full name of your state (e.g., 'California' instead of 'CA')","7. Do you think having a general understanding of Intellectual Property (IP) law is necessary for people who don’t work in law or technical fields? ","8. To what extent do you think you know about Intellectual Property (IP) law? ","9. Which of the following best describes a copyright?  (Select one) ","10. Which of the following best describes a (utility) patent?  (select one) ","11. Which of the following best describes a trademark? (Select one) ","12. Which of the following is the main purpose of intellectual property protections? (Select one) ","13. If you download a song from the internet without paying for it, do you think this is: ","14. If you invent a new type of motor engine, which type of IP protection would you seek? ","15. If you write a novel and want to protect your rights, which type of IP protection would you seek? ","16. If you create a new logo for your company, which type of IP protection would you seek? ","17. Select the statements that you think are ACCURATE under U.S. INTELLECTUAL PROPERTY (IP) LAW: 
(Select all that apply) ","19. Which form of IP protection did you apply for? 
(Please skip this section if you have never applied IP protection before)","20. Did you apply for the IP protection through a third party (e.g., law firm)? 
(Please skip this section if you have never applied IP protection before)","21. How would you describe the difficulty of the process of applying for IP protection (whether you applied yourself or used a third party)? 
(Please skip this section if you have never applied IP protection before)","22. Do you think the process of applying for IP protection would have been easier if you had done it differently (e.g., hiring a third party or filing it yourself)? ","23. If you had something that required IP protection again, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","19. If you were to apply for IP protection, would you do it yourself or hire a third party? ","20. If you had something that required IP protection, which factors would most affect your decision to apply yourself or hire a third party? 
(Select all that apply) ","21. How confident are you in your ability to understand the IP application process (even if you haven’t applied before)?"
"2024/10/30 9:54:33 PM MDT","55-64","Female","Master’s degree","Retired from technology ","White","Democrat","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Somewhat confident"
"2024/10/31 12:10:53 AM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Technology","White","Prefer not to answer","No","Perhaps important to some extent, but not much","A little","A protection for a company’s brand or logo","I have no idea","I have no idea","To protect the rights of creators, inventors, and businesses","Legal","Not sure","Not sure","Not sure","IP protection is global","","","","I don’t know","I’m not sure","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Neutral"
"2024/10/31 6:56:11 AM MDT","55-64","Male","Master’s degree","Education","White","Independent","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Not very confident"
"2024/10/31 7:36:18 AM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Business","Mixed Race","Democrat","Yes","Yes, it is important","Moderately","I have no idea","I have no idea","I have no idea","To protect the rights of creators, inventors, and businesses","Illegal","Not sure","Not sure","Not sure","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","","",""
"2024/10/31 7:37:31 AM MDT","65+","Male","Doctorate or professional degree (PhD, JD, MD, etc.)","Healthcare","White","Democrat","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","I have no idea","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible","","","","","","I’m not sure","Desire to avoid legal risks","Not confident at all"
"2024/10/31 8:40:43 AM MDT","45-54","Female","Master’s degree","Education","White","Prefer not to answer","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/10/31 10:57:35 AM MDT","18-24","Female","Master’s degree","Business","Asian","Democrat","No","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/10/31 1:09:36 PM MDT","45-54","Female","Bachelor’s degree (4-year college degree)","retail/wholesale footwear industry","White","Democrat","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I would consult with both options before deciding","Complexity of the legal procedure;Time required to handle the process yourself","Not very confident"
"2024/10/31 2:02:19 PM MDT","35-44","Non-binary","Bachelor’s degree (4-year college degree)","Healthcare","White","Democrat","Yes","Yes, it is important","Very well","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","Copyright","No, I applied myself","Neutral (neither easy nor difficult)","No, the process was fine as it was","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","","",""
"2024/11/01 6:46:13 AM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Technology","Black or African American","Independent","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/01 10:55:31 AM MDT","25-34","Male","Bachelor’s degree (4-year college degree)","Engineering","White","Independent","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure","Neutral"
"2024/11/01 11:03:43 AM MDT","25-34","Male","Associate’s degree (2-year college degree)","Business","Mixed Race","Republican","Yes","I have no idea","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/11/01 5:09:00 PM MDT","55-64","Female","Bachelor’s degree (4-year college degree)","Arts","Asian","Independent","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Not very confident"
"2024/11/01 5:33:47 PM MDT","25-34","Female","Bachelor’s degree (4-year college degree)","Arts","Asian","Democrat","Yes","Yes, it is important","Moderately","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/02 2:27:20 PM MDT","18-24","Male","Master’s degree","Business","Hispanic or Latino","Republican","Yes","No, it is not necessary","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered","","","","","","I would hire a third party","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/11/02 2:27:33 PM MDT","18-24","Male","Associate’s degree (2-year college degree)","Technology","White","Democrat","Yes","Perhaps important to some extent, but not much","Very well","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Neutral"
"2024/11/02 2:28:08 PM MDT","18-24","Male","Bachelor’s degree (4-year college degree)","Technology","White","Independent","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/02 2:30:43 PM MDT","18-24","Male","Bachelor’s degree (4-year college degree)","History","White","Republican","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Very confident"
"2024/11/02 2:40:32 PM MDT","35-44","Female","Bachelor’s degree (4-year college degree)","Healthcare","White","Democrat","Yes","I have no idea","Not at all","A legal right granted to an author or creator of original work","I have no idea","A protection for an invention or process","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure","Not very confident"
"2024/11/02 2:40:46 PM MDT","25-34","Male","Some college, no degree","Business","Mixed Race","Independent","No","I have no idea","Not at all","I have no idea","I have no idea","I have no idea","I have no idea","Illegal","Not sure","Not sure","Not sure","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","I don’t know","I’m not sure","I’m not sure","I’m not sure","Neutral"
"2024/11/02 2:42:38 PM MDT","25-34","Male","Master’s degree","Technology","Asian","Other","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Very confident"
"2024/11/02 2:43:40 PM MDT","35-44","Male","Bachelor’s degree (4-year college degree)","Computer Science Education","Black or African American","Prefer not to answer","Yes","Yes, it is important","A little","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","","",""
"2024/11/02 2:46:30 PM MDT","45-54","Male","Bachelor’s degree (4-year college degree)","Engineering","White","Independent","Yes","Perhaps important to some extent, but not much","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/02 2:48:40 PM MDT","45-54","Female","Master’s degree","Education","White","Democrat","Yes","Perhaps important to some extent, but not much","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Illegal","Not sure","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.","","","","","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would do it myself","Cost of hiring a third party;Time required to handle the process yourself;Desire to avoid legal risks",""
"2024/11/02 2:58:56 PM MDT","65+","Female","Master’s degree","Manufacturing ","White","Democrat","Yes","I have no idea","A little","A legal right granted to an author or creator of original work","I have no idea","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not confident at all"
"2024/11/02 3:01:57 PM MDT","45-54","Male","Bachelor’s degree (4-year college degree)","Law","Native Hawaiian or Other Pacific Islander","Democrat","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Neutral"
"2024/11/02 3:13:33 PM MDT","25-34","Male","Master’s degree","Technology","Black or African American","Independent","Prefer not to answer","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/02 3:25:16 PM MDT","35-44","Female","Associate’s degree (2-year college degree)","Business","Hispanic or Latino","Republican","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would do it myself","Time required to handle the process yourself","Somewhat confident"
"2024/11/02 3:26:06 PM MDT","45-54","Male","High school graduate or GED","Arts","Hispanic or Latino","Republican","No","Yes, it is important","A little","A legal right granted to an author or creator of original work","I have no idea","A protection for an invention or process","To allow creators and inventors to profit from their work","Illegal","Patent","Patent","Patent","You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Time required to handle the process yourself","Neutral"
"2024/11/02 3:28:47 PM MDT","35-44","Female","Master’s degree","Technology","White","Democrat","Yes","Perhaps important to some extent, but not much","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;You can even trademark a color, sound, or smell.","","","","","","I’m not sure","Cost of hiring a third party;Complexity of the legal procedure","Very confident"
"2024/11/02 3:36:07 PM MDT","25-34","Non-binary","Some college, no degree","Law","Mixed Race","Other","Yes","Perhaps important to some extent, but not much","A little","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/02 3:36:37 PM MDT","25-34","Non-binary","High school graduate or GED","Security ","White","Other","Yes","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Legal","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","I don’t know","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes;I’m not sure","I’m not sure","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks;I’m not sure","Not confident at all"
"2024/11/02 7:00:30 PM MDT","55-64","Female","Doctorate or professional degree (PhD, JD, MD, etc.)","Healthcare","White","Democrat","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","You automatically own the copyright to your work as soon as it is created;You can even trademark a color, sound, or smell.;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","","","","","","I would consult with both options before deciding","Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
"2024/11/02 7:06:57 PM MDT","45-54","Non-binary","Some college, no degree","Small business owner","Indigenous Terran","Other","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created","","","","","","I would consult with both options before deciding","Cost of hiring a third party","Very confident"
"2024/11/02 7:09:00 PM MDT","65+","Female","Doctorate or professional degree (PhD, JD, MD, etc.)","Retired higher Education","White","Democrat","Yes","Yes, it is important","A little","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Copyright","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would do it myself","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself","Somewhat confident"
"2024/11/02 7:11:31 PM MDT","45-54","Female","Bachelor’s degree (4-year college degree)","Fashion Industry ","White","Democrat","Yes","Yes, it is important","A little","A protection for a company’s brand or logo","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered","","","","","","I’m not sure","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Not very confident"
"2024/11/02 7:34:27 PM MDT","45-54","Male","Master’s degree","Arts","White","Democrat","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/02 8:48:45 PM MDT","18-24","Male","Less than high school","students","Asian","Other","Yes","Yes, it is important","Moderately","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A legal right given to an author for creative work","To let companies keep their business methods secret","Legal","Copyright","Copyright","Copyright","IP protection is global","Copyright","No, I applied myself","Very easy","Yes, it would have been easier with a third party","Cost of hiring a third party (money)","I would do it myself","Cost of hiring a third party","Very confident"
"2024/11/02 8:50:49 PM MDT","35-44","Male","Associate’s degree (2-year college degree)","Business","Asian","Independent","Prefer not to answer","Yes, it is important","A little","A protection for an invention or a new process","A legal right for creative works like movies and books","A legal right given to an author for creative work","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","IP protection is global;The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;You can even trademark a color, sound, or smell.","","","","","","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Desire to avoid legal risks","Neutral"
"2024/11/02 8:52:18 PM MDT","25-34","Female","Master’s degree","Business","White","Democrat","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Not sure","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;Content available on the internet can be freely used if no copyright notice is visible;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","","","","","","I would hire a third party","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Neutral"
"2024/11/02 8:54:23 PM MDT","18-24","Female","Less than high school","Language ","Asian","Prefer not to answer","No","Yes, it is important","A little","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To allow creators and inventors to profit from their work","Illegal","Not sure","Copyright","Trademark","You automatically own the copyright to your work as soon as it is created;Content available on the internet can be freely used if no copyright notice is visible","","","","","","","",""
"2024/11/02 8:54:42 PM MDT","18-24","Female","Less than high school","Student ","Asian","Prefer not to answer","No","I have no idea","Not at all","I have no idea","I have no idea","I have no idea","I have no idea","Not sure","Not sure","Not sure","Not sure","You automatically own the copyright to your work as soon as it is created","","","","","","","",""
"2024/11/02 9:35:54 PM MDT","35-44","Male","Bachelor’s degree (4-year college degree)","Engineering","Hispanic or Latino","Republican","Yes","Yes, it is important","Moderately","A protection for an invention or a new process","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","Illegal","Patent","Copyright","Trademark","IP protection is global","","No, I applied myself","Somewhat difficult","No, the process was fine as it was","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would hire a third party","Cost of hiring a third party;Time required to handle the process yourself","Not very confident"
"2024/11/02 10:13:03 PM MDT","25-34","Male","Master’s degree","Technology","White","Democrat","Yes","Perhaps important to some extent, but not much","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","The TM symbol (™) identifies that a trademark has been registered;You automatically own the copyright to your work as soon as it is created;You can lose trademark protection if your trademark becomes generic (“Generic” means that the public starts using your brand name as the general word for a type of product, like ""Aspirin"" or ""Escalator."")","Utility Patent","Yes, I used a third party (law firm, consultant, etc.)","Neutral (neither easy nor difficult)","No, the process was fine as it was","Cost of hiring a third party (money)","","",""
"2024/11/04 9:25:28 AM MST","35-44","Male","Bachelor’s degree (4-year college degree)","Business","Black or African American","Independent","Yes","Yes, it is important","Moderately","A legal right granted to an author or creator of original work","A legal right given to an inventor to prevent others from making, using, or selling their invention","A symbol, word, or design that identifies a company or product","To protect the rights of creators, inventors, and businesses","It depends...","Patent","Copyright","Trademark","IP protection is global;General ideas or concepts can be patented, even if they haven't been developed into an actual invention","Utility Patent","Yes, I used a third party (law firm, consultant, etc.)","Neutral (neither easy nor difficult)","I don’t know","Cost of hiring a third party (money);Complexity of the legal procedure;Time required to handle the process myself;Desire to avoid legal risks or mistakes","I would consult with both options before deciding","Cost of hiring a third party;Complexity of the legal procedure;Time required to handle the process yourself;Desire to avoid legal risks","Somewhat confident"
